QuestionId,replication,concept_complexity,procedural_steps,abstraction_level,prerequisite_knowledge,distractor_plausibility,misconception_strength,question_clarity,cognitive_load,age_appropriateness,transfer_distance,visual_complexity,solution_uniqueness,classical_difficulty,irt_difficulty,irt_discrimination,guessing_probability,_extraction_success,_total_tags
689,0,5.0,3.0,6.0,5.0,7.0,7.0,9.0,5.0,8.0,5.0,3.0,7.0,0.5,0.4,1.2,0.1,16,16
689,1,6.0,3.0,6.0,5.0,8.0,8.0,9.0,5.0,8.0,4.0,3.0,7.0,0.55,0.5,1.3,0.12,16,16
689,2,5.0,4.0,5.0,5.0,7.0,7.0,10.0,6.0,9.0,5.0,2.0,8.0,0.48,0.35,1.15,0.08,16,16
689,3,6.0,3.0,6.0,6.0,8.0,7.0,9.0,5.0,8.0,5.0,3.0,7.0,0.52,0.45,1.1,0.15,16,16
689,4,5.0,3.0,5.0,5.0,7.0,6.0,10.0,5.0,9.0,4.0,2.0,8.0,0.45,0.3,1.25,0.05,16,16
695,0,3.0,3.0,2.0,3.0,7.0,7.0,9.0,3.0,9.0,2.0,2.0,7.0,0.12,-0.35,1.45,0.0,16,16
695,1,3.0,3.0,2.0,3.0,6.0,8.0,10.0,3.0,10.0,2.0,2.0,7.0,0.11,-0.4,1.55,0.0,16,16
695,2,2.0,3.0,2.0,3.0,7.0,8.0,10.0,3.0,10.0,1.0,1.0,7.0,0.15,-0.2,1.5,0.0,16,16
695,3,3.0,3.0,2.0,3.0,6.0,7.0,10.0,2.0,10.0,1.0,1.0,8.0,0.13,-0.3,1.4,0.0,16,16
695,4,3.0,3.0,2.0,4.0,7.0,8.0,9.0,3.0,9.0,2.0,2.0,6.0,0.18,-0.15,1.35,0.02,16,16
698,0,5.0,3.0,5.0,5.0,7.0,7.0,7.0,4.0,9.0,3.0,5.0,7.0,0.43,0.3,1.25,0.15,16,16
698,1,5.0,3.0,6.0,6.0,8.0,8.0,7.0,5.0,9.0,3.0,4.0,6.0,0.5,0.45,1.3,0.18,16,16
698,2,4.0,3.0,5.0,5.0,8.0,7.0,8.0,4.0,10.0,2.0,4.0,7.0,0.45,0.35,1.15,0.12,16,16
698,3,6.0,3.0,6.0,6.0,7.0,8.0,8.0,5.0,8.0,3.0,5.0,8.0,0.52,0.5,1.2,0.1,16,16
698,4,5.0,2.0,4.0,5.0,7.0,7.0,8.0,4.0,9.0,2.0,5.0,7.0,0.38,0.2,1.35,0.14,16,16
728,0,5.0,6.0,4.0,5.0,7.0,8.0,8.0,7.0,9.0,5.0,5.0,6.0,0.35,0.1,1.3,0.1,16,16
728,1,5.0,7.0,4.0,5.0,6.0,8.0,7.0,7.0,9.0,4.0,5.0,7.0,0.3,-0.05,1.4,0.08,16,16
728,2,6.0,7.0,5.0,5.0,7.0,7.0,8.0,8.0,9.0,5.0,6.0,6.0,0.38,0.18,1.25,0.12,16,16
728,3,4.0,7.0,4.0,4.0,6.0,8.0,8.0,6.0,10.0,4.0,5.0,5.0,0.28,-0.1,1.35,0.05,16,16
728,4,5.0,6.0,4.0,5.0,7.0,7.0,8.0,7.0,10.0,4.0,5.0,6.0,0.32,0.05,1.35,0.08,16,16
746,0,3.0,3.0,2.0,3.0,7.0,7.0,9.0,3.0,9.0,2.0,3.0,7.0,0.2,-0.18,1.45,0.05,16,16
746,1,3.0,3.0,2.0,3.0,6.0,8.0,10.0,3.0,10.0,2.0,2.0,8.0,0.15,-0.35,1.55,0.02,16,16
746,2,2.0,3.0,2.0,3.0,7.0,7.0,9.0,4.0,10.0,2.0,2.0,7.0,0.18,-0.1,1.4,0.03,16,16
746,3,3.0,3.0,2.0,4.0,8.0,7.0,9.0,4.0,9.0,3.0,3.0,6.0,0.22,-0.05,1.3,0.04,16,16
746,4,3.0,3.0,2.0,3.0,6.0,6.0,10.0,3.0,10.0,2.0,2.0,7.0,0.16,-0.3,1.5,0.01,16,16
787,0,6.0,6.0,6.0,5.0,8.0,8.0,7.0,7.0,9.0,5.0,4.0,7.0,0.6,0.72,1.18,0.15,16,16
787,1,5.0,5.0,5.0,5.0,9.0,8.0,7.0,7.0,9.0,6.0,3.0,8.0,0.55,0.6,1.3,0.12,16,16
787,2,5.0,6.0,6.0,5.0,8.0,9.0,8.0,7.0,9.0,5.0,4.0,8.0,0.58,0.65,1.25,0.1,16,16
787,3,6.0,5.0,6.0,5.0,9.0,8.0,7.0,8.0,9.0,6.0,3.0,7.0,0.62,0.75,1.1,0.18,16,16
787,4,5.0,5.0,5.0,5.0,8.0,8.0,8.0,6.0,10.0,5.0,3.0,7.0,0.52,0.5,1.35,0.14,16,16
789,0,3.0,3.0,3.0,3.0,7.0,7.0,9.0,3.0,9.0,2.0,3.0,5.0,0.28,-0.15,1.35,0.05,16,16
789,1,3.0,4.0,3.0,3.0,8.0,8.0,9.0,3.0,10.0,2.0,3.0,6.0,0.33,0.05,1.45,0.08,16,16
789,2,2.0,3.0,2.0,3.0,6.0,6.0,10.0,2.0,10.0,1.0,3.0,5.0,0.22,-0.35,1.25,0.03,16,16
789,3,3.0,3.0,3.0,4.0,7.0,7.0,10.0,3.0,9.0,2.0,2.0,6.0,0.25,-0.25,1.4,0.05,16,16
789,4,3.0,4.0,3.0,3.0,7.0,7.0,9.0,3.0,10.0,2.0,3.0,5.0,0.3,-0.1,1.38,0.06,16,16
829,0,5.0,5.0,6.0,5.0,8.0,7.0,9.0,5.0,9.0,3.0,4.0,7.0,0.4,0.25,1.3,0.1,16,16
829,1,4.0,5.0,5.0,5.0,7.0,8.0,10.0,5.0,10.0,2.0,3.0,7.0,0.35,0.15,1.4,0.08,16,16
829,2,5.0,6.0,6.0,6.0,8.0,7.0,9.0,6.0,9.0,3.0,4.0,6.0,0.42,0.3,1.25,0.12,16,16
829,3,5.0,5.0,5.0,5.0,8.0,8.0,10.0,5.0,10.0,2.0,3.0,7.0,0.45,0.35,1.35,0.1,16,16
829,4,4.0,5.0,6.0,5.0,7.0,8.0,10.0,5.0,10.0,2.0,3.0,8.0,0.44,0.28,1.45,0.05,16,16
830,0,5.0,5.0,5.0,5.0,7.0,6.0,7.0,6.0,9.0,4.0,5.0,6.0,0.45,0.35,1.3,0.1,16,16
830,1,6.0,5.0,5.0,6.0,8.0,7.0,6.0,6.0,8.0,5.0,5.0,7.0,0.5,0.48,1.35,0.12,16,16
830,2,5.0,5.0,4.0,5.0,7.0,7.0,7.0,5.0,9.0,4.0,4.0,6.0,0.4,0.25,1.25,0.08,16,16
830,3,6.0,6.0,5.0,6.0,8.0,6.0,7.0,7.0,8.0,5.0,5.0,7.0,0.52,0.55,1.4,0.15,16,16
830,4,5.0,5.0,4.0,5.0,7.0,6.0,8.0,5.0,9.0,3.0,4.0,6.0,0.42,0.3,1.2,0.08,16,16
840,0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,9.0,5.0,4.0,7.0,0.45,0.3,1.25,0.12,16,16
840,1,5.0,6.0,5.0,6.0,7.0,8.0,7.0,7.0,9.0,5.0,4.0,6.0,0.5,0.42,1.2,0.15,16,16
840,2,6.0,5.0,5.0,5.0,7.0,7.0,6.0,7.0,9.0,6.0,4.0,7.0,0.52,0.48,1.15,0.13,16,16
840,3,5.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,9.0,5.0,3.0,7.0,0.42,0.2,1.3,0.1,16,16
840,4,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,9.0,5.0,4.0,7.0,0.47,0.35,1.2,0.12,16,16
859,0,4.0,5.0,5.0,5.0,6.0,7.0,9.0,5.0,9.0,3.0,3.0,7.0,0.4,0.3,1.25,0.08,16,16
859,1,5.0,5.0,5.0,5.0,7.0,7.0,10.0,5.0,10.0,2.0,2.0,7.0,0.42,0.35,1.3,0.05,16,16
859,2,4.0,6.0,5.0,5.0,6.0,6.0,9.0,6.0,9.0,3.0,3.0,8.0,0.38,0.25,1.35,0.06,16,16
859,3,4.0,5.0,5.0,4.0,7.0,7.0,10.0,4.0,10.0,2.0,2.0,7.0,0.37,0.22,1.2,0.1,16,16
859,4,5.0,6.0,6.0,5.0,7.0,8.0,9.0,5.0,9.0,3.0,2.0,6.0,0.45,0.4,1.15,0.12,16,16
865,0,7.0,5.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,0.52,0.45,1.3,0.18,16,16
865,1,7.0,4.0,8.0,7.0,8.0,8.0,6.0,7.0,8.0,5.0,7.0,8.0,0.55,0.55,1.25,0.15,16,16
865,2,6.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,9.0,5.0,6.0,7.0,0.48,0.35,1.15,0.2,16,16
865,3,7.0,4.0,7.0,8.0,7.0,7.0,7.0,6.0,8.0,6.0,5.0,8.0,0.5,0.4,1.2,0.22,16,16
865,4,8.0,5.0,8.0,8.0,9.0,8.0,6.0,7.0,8.0,6.0,6.0,8.0,0.58,0.6,1.35,0.16,16,16
867,0,5.0,5.0,6.0,5.0,8.0,7.0,9.0,5.0,9.0,3.0,3.0,7.0,0.5,0.4,1.3,0.12,16,16
867,1,5.0,4.0,6.0,6.0,8.0,8.0,9.0,5.0,9.0,3.0,3.0,8.0,0.52,0.45,1.35,0.1,16,16
867,2,4.0,4.0,5.0,5.0,9.0,7.0,10.0,4.0,10.0,2.0,2.0,7.0,0.48,0.35,1.4,0.08,16,16
867,3,5.0,5.0,6.0,6.0,9.0,8.0,9.0,5.0,9.0,3.0,3.0,8.0,0.55,0.5,1.25,0.1,16,16
867,4,5.0,4.0,5.0,5.0,8.0,7.0,10.0,4.0,10.0,2.0,2.0,7.0,0.45,0.3,1.35,0.08,16,16
888,0,5.0,5.0,6.0,5.0,8.0,7.0,9.0,5.0,9.0,3.0,4.0,7.0,0.4,0.25,1.35,0.12,16,16
888,1,5.0,6.0,6.0,5.0,8.0,8.0,10.0,6.0,9.0,2.0,4.0,7.0,0.42,0.3,1.4,0.1,16,16
888,2,5.0,5.0,5.0,5.0,7.0,8.0,10.0,5.0,10.0,2.0,3.0,6.0,0.38,0.18,1.3,0.08,16,16
888,3,5.0,6.0,6.0,6.0,7.0,7.0,9.0,6.0,9.0,2.0,3.0,7.0,0.45,0.35,1.45,0.1,16,16
888,4,4.0,5.0,5.0,5.0,7.0,8.0,10.0,5.0,10.0,2.0,3.0,8.0,0.43,0.32,1.5,0.08,16,16
899,0,3.0,2.0,3.0,3.0,6.0,7.0,9.0,3.0,9.0,3.0,3.0,7.0,0.18,-0.5,1.45,0.05,16,16
899,1,3.0,1.0,4.0,3.0,7.0,8.0,10.0,2.0,10.0,2.0,2.0,8.0,0.22,-0.35,1.55,0.03,16,16
899,2,2.0,1.0,3.0,3.0,7.0,8.0,9.0,2.0,10.0,2.0,3.0,8.0,0.25,-0.2,1.5,0.05,16,16
899,3,2.0,1.0,3.0,2.0,6.0,7.0,10.0,2.0,10.0,2.0,2.0,7.0,0.12,-0.7,1.35,0.02,16,16
899,4,3.0,1.0,4.0,3.0,7.0,7.0,9.0,3.0,10.0,3.0,2.0,8.0,0.2,-0.4,1.4,0.04,16,16
919,0,4.0,3.0,4.0,4.0,7.0,7.0,8.0,4.0,9.0,3.0,4.0,6.0,0.35,0.1,1.35,0.1,16,16
919,1,5.0,3.0,4.0,5.0,8.0,7.0,8.0,5.0,9.0,3.0,4.0,7.0,0.38,0.18,1.3,0.08,16,16
919,2,4.0,3.0,3.0,4.0,7.0,8.0,9.0,4.0,9.0,4.0,5.0,6.0,0.3,0.05,1.4,0.05,16,16
919,3,5.0,3.0,4.0,5.0,8.0,7.0,8.0,5.0,8.0,3.0,4.0,7.0,0.35,0.12,1.25,0.07,16,16
919,4,4.0,3.0,3.0,4.0,8.0,8.0,9.0,4.0,9.0,2.0,4.0,6.0,0.32,0.15,1.3,0.06,16,16
934,0,3.0,3.0,4.0,4.0,6.0,7.0,7.0,4.0,9.0,4.0,5.0,6.0,0.28,-0.15,1.3,0.05,16,16
934,1,4.0,3.0,4.0,5.0,7.0,6.0,6.0,5.0,9.0,5.0,5.0,5.0,0.32,-0.05,1.25,0.08,16,16
934,2,4.0,3.0,5.0,5.0,6.0,7.0,6.0,5.0,10.0,4.0,6.0,6.0,0.25,-0.2,1.15,0.04,16,16
934,3,4.0,2.0,4.0,4.0,7.0,7.0,7.0,4.0,9.0,5.0,5.0,5.0,0.22,-0.3,1.35,0.03,16,16
934,4,3.0,3.0,5.0,5.0,7.0,6.0,7.0,4.0,9.0,5.0,6.0,6.0,0.3,0.0,1.2,0.05,16,16
935,0,5.0,4.0,5.0,6.0,7.0,7.0,8.0,5.0,9.0,5.0,3.0,6.0,0.45,0.35,1.25,0.1,16,16
935,1,5.0,4.0,5.0,6.0,6.0,8.0,7.0,5.0,8.0,4.0,3.0,7.0,0.42,0.28,1.3,0.08,16,16
935,2,6.0,5.0,5.0,6.0,7.0,7.0,8.0,6.0,9.0,5.0,3.0,7.0,0.4,0.2,1.35,0.07,16,16
935,3,5.0,4.0,6.0,5.0,7.0,8.0,7.0,5.0,9.0,4.0,2.0,6.0,0.38,0.25,1.2,0.12,16,16
935,4,6.0,4.0,6.0,7.0,7.0,7.0,7.0,6.0,8.0,5.0,3.0,6.0,0.48,0.4,1.15,0.1,16,16
986,0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,9.0,5.0,5.0,7.0,0.62,0.85,1.2,0.18,16,16
986,1,7.0,5.0,5.0,6.0,8.0,8.0,7.0,7.0,8.0,6.0,4.0,8.0,0.58,0.7,1.15,0.15,16,16
986,2,6.0,6.0,6.0,5.0,7.0,7.0,8.0,7.0,9.0,5.0,4.0,8.0,0.55,0.6,1.25,0.12,16,16
986,3,7.0,6.0,6.0,6.0,9.0,7.0,7.0,8.0,8.0,6.0,5.0,8.0,0.65,0.95,1.3,0.1,16,16
986,4,6.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,9.0,5.0,4.0,7.0,0.6,0.75,1.18,0.14,16,16
1032,0,3.0,2.0,2.0,3.0,8.0,8.0,10.0,2.0,10.0,2.0,1.0,7.0,0.22,-0.4,1.45,0.05,16,16
1032,1,2.0,2.0,2.0,3.0,7.0,9.0,10.0,2.0,10.0,1.0,1.0,8.0,0.25,-0.3,1.55,0.03,16,16
1032,2,2.0,2.0,1.0,3.0,7.0,8.0,10.0,1.0,10.0,1.0,1.0,7.0,0.15,-0.5,1.6,0.02,16,16
1032,3,3.0,2.0,2.0,3.0,8.0,9.0,10.0,2.0,10.0,2.0,1.0,8.0,0.18,-0.45,1.5,0.04,16,16
1032,4,2.0,2.0,2.0,2.0,7.0,8.0,10.0,2.0,10.0,1.0,1.0,7.0,0.2,-0.35,1.48,0.03,16,16
1035,0,4.0,3.0,5.0,4.0,7.0,7.0,9.0,4.0,9.0,3.0,3.0,7.0,0.42,0.3,1.35,0.12,16,16
1035,1,3.0,2.0,5.0,4.0,8.0,8.0,9.0,3.0,9.0,3.0,2.0,6.0,0.45,0.35,1.4,0.1,16,16
1035,2,3.0,2.0,4.0,3.0,7.0,7.0,10.0,3.0,10.0,2.0,2.0,7.0,0.37,0.18,1.45,0.08,16,16
1035,3,4.0,3.0,5.0,4.0,8.0,8.0,8.0,4.0,9.0,4.0,3.0,6.0,0.48,0.4,1.25,0.13,16,16
1035,4,3.0,2.0,4.0,3.0,7.0,7.0,9.0,3.0,10.0,2.0,2.0,7.0,0.35,0.15,1.5,0.05,16,16
1053,0,5.0,4.0,6.0,5.0,7.0,7.0,9.0,5.0,9.0,3.0,3.0,6.0,0.45,0.35,1.35,0.15,16,16
1053,1,5.0,5.0,6.0,6.0,8.0,7.0,9.0,5.0,9.0,2.0,3.0,7.0,0.42,0.3,1.4,0.12,16,16
1053,2,5.0,4.0,6.0,5.0,8.0,8.0,10.0,5.0,9.0,2.0,2.0,6.0,0.48,0.42,1.3,0.18,16,16
1053,3,5.0,4.0,5.0,6.0,7.0,7.0,9.0,4.0,10.0,2.0,2.0,5.0,0.4,0.25,1.45,0.1,16,16
1053,4,6.0,5.0,6.0,6.0,8.0,8.0,9.0,6.0,9.0,3.0,3.0,7.0,0.5,0.48,1.25,0.2,16,16
1055,0,4.0,5.0,4.0,4.0,7.0,8.0,8.0,5.0,9.0,3.0,4.0,6.0,0.4,0.15,1.3,0.1,16,16
1055,1,3.0,4.0,3.0,5.0,8.0,9.0,7.0,4.0,10.0,4.0,3.0,7.0,0.35,0.05,1.25,0.08,16,16
1055,2,4.0,5.0,4.0,5.0,7.0,8.0,7.0,5.0,9.0,4.0,4.0,7.0,0.38,0.1,1.35,0.05,16,16
1055,3,3.0,4.0,3.0,4.0,6.0,8.0,8.0,4.0,10.0,3.0,3.0,5.0,0.3,-0.05,1.4,0.12,16,16
1055,4,4.0,5.0,4.0,5.0,8.0,9.0,8.0,5.0,9.0,3.0,4.0,6.0,0.42,0.22,1.2,0.15,16,16
1130,0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,6.0,9.0,4.0,5.0,6.0,0.42,0.3,1.25,0.12,16,16
1130,1,6.0,5.0,4.0,6.0,6.0,8.0,7.0,5.0,9.0,5.0,4.0,7.0,0.38,0.18,1.35,0.1,16,16
1130,2,5.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,9.0,4.0,5.0,5.0,0.35,0.1,1.15,0.08,16,16
1130,3,6.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,10.0,5.0,4.0,6.0,0.4,0.22,1.2,0.15,16,16
1130,4,5.0,5.0,4.0,5.0,8.0,7.0,8.0,5.0,10.0,3.0,4.0,5.0,0.33,0.05,1.3,0.1,16,16
1150,0,6.0,5.0,7.0,6.0,7.0,7.0,9.0,6.0,8.0,4.0,4.0,7.0,0.52,0.45,1.3,0.15,16,16
1150,1,6.0,4.0,7.0,6.0,8.0,7.0,9.0,5.0,8.0,3.0,5.0,8.0,0.48,0.35,1.4,0.12,16,16
1150,2,7.0,5.0,7.0,7.0,8.0,8.0,9.0,6.0,8.0,4.0,5.0,7.0,0.55,0.6,1.25,0.18,16,16
1150,3,7.0,5.0,8.0,7.0,7.0,7.0,10.0,6.0,7.0,5.0,4.0,8.0,0.58,0.7,1.2,0.16,16,16
1150,4,6.0,4.0,8.0,6.0,7.0,6.0,10.0,5.0,7.0,4.0,4.0,7.0,0.5,0.42,1.35,0.1,16,16
1165,0,3.0,2.0,4.0,4.0,7.0,7.0,7.0,3.0,9.0,3.0,5.0,8.0,0.38,0.25,1.35,0.1,16,16
1165,1,3.0,2.0,5.0,4.0,8.0,8.0,6.0,3.0,9.0,4.0,6.0,7.0,0.35,0.18,1.3,0.08,16,16
1165,2,4.0,2.0,5.0,5.0,8.0,8.0,6.0,4.0,9.0,4.0,6.0,7.0,0.43,0.35,1.4,0.12,16,16
1165,3,3.0,1.0,4.0,4.0,7.0,7.0,7.0,2.0,10.0,3.0,5.0,8.0,0.32,0.1,1.25,0.05,16,16
1165,4,4.0,2.0,5.0,5.0,7.0,8.0,7.0,3.0,9.0,4.0,5.0,8.0,0.4,0.3,1.45,0.1,16,16
1191,0,4.0,5.0,5.0,5.0,6.0,7.0,9.0,5.0,9.0,3.0,3.0,7.0,0.39,0.15,1.25,0.08,16,16
1191,1,5.0,6.0,5.0,5.0,5.0,6.0,10.0,5.0,9.0,3.0,3.0,6.0,0.42,0.25,1.15,0.1,16,16
1191,2,4.0,5.0,5.0,4.0,5.0,6.0,10.0,4.0,10.0,2.0,2.0,5.0,0.35,0.05,1.2,0.05,16,16
1191,3,4.0,5.0,4.0,5.0,5.0,7.0,9.0,4.0,10.0,2.0,3.0,4.0,0.33,0.0,1.1,0.12,16,16
1191,4,5.0,5.0,5.0,5.0,6.0,7.0,9.0,5.0,9.0,3.0,3.0,5.0,0.4,0.18,1.22,0.1,16,16
1195,0,3.0,2.0,3.0,3.0,7.0,7.0,10.0,2.0,9.0,2.0,2.0,7.0,0.22,-0.4,1.3,0.05,16,16
1195,1,3.0,2.0,2.0,4.0,8.0,8.0,10.0,3.0,10.0,2.0,2.0,8.0,0.27,-0.2,1.45,0.04,16,16
1195,2,3.0,2.0,3.0,3.0,7.0,7.0,10.0,2.0,10.0,1.0,1.0,7.0,0.19,-0.45,1.35,0.03,16,16
1195,3,4.0,2.0,3.0,4.0,8.0,8.0,10.0,3.0,10.0,2.0,2.0,8.0,0.25,-0.15,1.5,0.05,16,16
1195,4,3.0,2.0,2.0,3.0,7.0,7.0,10.0,2.0,10.0,2.0,1.0,7.0,0.23,-0.3,1.25,0.04,16,16
1202,0,3.0,3.0,4.0,4.0,7.0,7.0,9.0,4.0,9.0,4.0,3.0,7.0,0.32,0.05,1.35,0.05,16,16
1202,1,4.0,3.0,4.0,5.0,7.0,8.0,8.0,4.0,9.0,5.0,3.0,6.0,0.38,0.18,1.28,0.08,16,16
1202,2,3.0,2.0,4.0,4.0,6.0,7.0,9.0,3.0,10.0,3.0,2.0,7.0,0.28,-0.1,1.42,0.03,16,16
1202,3,4.0,3.0,5.0,5.0,8.0,8.0,8.0,4.0,9.0,4.0,3.0,7.0,0.35,0.15,1.3,0.06,16,16
1202,4,3.0,2.0,4.0,4.0,7.0,7.0,9.0,3.0,10.0,4.0,2.0,6.0,0.3,0.0,1.25,0.04,16,16
1229,0,5.0,3.0,5.0,5.0,8.0,8.0,7.0,4.0,8.0,6.0,3.0,7.0,0.5,0.38,1.35,0.08,16,16
1229,1,4.0,2.0,5.0,5.0,9.0,9.0,7.0,4.0,9.0,5.0,3.0,8.0,0.52,0.45,1.2,0.06,16,16
1229,2,5.0,2.0,4.0,4.0,9.0,9.0,8.0,3.0,9.0,6.0,2.0,8.0,0.55,0.6,1.3,0.05,16,16
1229,3,4.0,2.0,5.0,5.0,8.0,8.0,8.0,3.0,8.0,5.0,2.0,7.0,0.48,0.35,1.4,0.1,16,16
1229,4,5.0,3.0,4.0,5.0,8.0,9.0,7.0,4.0,8.0,6.0,3.0,7.0,0.46,0.3,1.15,0.12,16,16
1286,0,8.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,0.72,1.3,1.1,0.2,16,16
1286,1,7.0,6.0,9.0,7.0,9.0,6.0,7.0,8.0,5.0,6.0,8.0,9.0,0.68,1.15,1.05,0.22,16,16
1286,2,8.0,7.0,8.0,8.0,8.0,7.0,6.0,9.0,5.0,7.0,7.0,8.0,0.75,1.4,1.2,0.18,16,16
1286,3,7.0,6.0,8.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,0.7,1.2,1.15,0.2,16,16
1286,4,8.0,6.0,9.0,8.0,9.0,7.0,7.0,8.0,5.0,7.0,8.0,8.0,0.66,1.1,0.95,0.23,16,16
1287,0,4.0,4.0,4.0,4.0,6.0,7.0,6.0,5.0,9.0,5.0,7.0,6.0,0.33,0.1,1.25,0.1,16,16
1287,1,5.0,4.0,3.0,5.0,7.0,7.0,5.0,6.0,9.0,6.0,7.0,5.0,0.38,0.22,1.3,0.12,16,16
1287,2,4.0,3.0,3.0,4.0,7.0,6.0,6.0,5.0,10.0,5.0,6.0,6.0,0.28,-0.05,1.35,0.08,16,16
1287,3,4.0,4.0,3.0,4.0,6.0,7.0,5.0,6.0,9.0,5.0,7.0,5.0,0.32,0.05,1.2,0.1,16,16
1287,4,4.0,3.0,3.0,5.0,7.0,7.0,6.0,5.0,10.0,4.0,6.0,6.0,0.3,0.0,1.28,0.08,16,16
1310,0,4.0,3.0,4.0,4.0,6.0,7.0,8.0,5.0,9.0,3.0,5.0,7.0,0.3,0.05,1.35,0.1,16,16
1310,1,5.0,2.0,3.0,4.0,7.0,8.0,7.0,6.0,9.0,4.0,6.0,6.0,0.28,-0.05,1.2,0.12,16,16
1310,2,4.0,2.0,3.0,5.0,7.0,7.0,8.0,6.0,10.0,3.0,6.0,7.0,0.35,0.18,1.4,0.08,16,16
1310,3,4.0,2.0,3.0,4.0,6.0,7.0,9.0,5.0,9.0,3.0,5.0,8.0,0.24,-0.12,1.45,0.05,16,16
1310,4,5.0,3.0,4.0,5.0,7.0,8.0,8.0,6.0,9.0,4.0,6.0,7.0,0.32,0.1,1.3,0.1,16,16
1343,0,3.0,3.0,2.0,3.0,7.0,8.0,9.0,4.0,9.0,2.0,2.0,7.0,0.22,-0.15,1.45,0.05,16,16
1343,1,2.0,3.0,2.0,3.0,8.0,8.0,10.0,3.0,10.0,2.0,2.0,8.0,0.18,-0.3,1.55,0.03,16,16
1343,2,3.0,3.0,2.0,3.0,7.0,7.0,10.0,3.0,10.0,2.0,1.0,7.0,0.25,-0.05,1.4,0.05,16,16
