QuestionId,replication,concept_complexity,procedural_steps,abstraction_level,prerequisite_knowledge,distractor_plausibility,misconception_strength,question_clarity,cognitive_load,age_appropriateness,transfer_distance,visual_complexity,solution_uniqueness,classical_difficulty,irt_difficulty,irt_discrimination,guessing_probability,_extraction_success,_total_tags
1343,3,2.0,4.0,2.0,3.0,6.0,8.0,10.0,4.0,10.0,1.0,2.0,8.0,0.17,-0.35,1.6,0.02,16,16
1343,4,3.0,3.0,2.0,4.0,7.0,8.0,9.0,3.0,9.0,2.0,2.0,7.0,0.2,-0.2,1.5,0.04,16,16
1351,0,2.0,2.0,3.0,3.0,6.0,7.0,9.0,2.0,9.0,2.0,2.0,7.0,0.19,-0.6,1.35,0.02,16,16
1351,1,2.0,2.0,3.0,3.0,5.0,7.0,10.0,3.0,10.0,2.0,2.0,6.0,0.17,-0.68,1.3,0.0,16,16
1351,2,2.0,2.0,3.0,3.0,6.0,6.0,9.0,2.0,9.0,2.0,1.0,7.0,0.18,-0.65,1.4,0.0,16,16
1351,3,2.0,2.0,4.0,3.0,5.0,7.0,10.0,3.0,10.0,1.0,2.0,6.0,0.2,-0.55,1.25,0.01,16,16
1351,4,3.0,2.0,3.0,4.0,6.0,6.0,10.0,2.0,10.0,2.0,2.0,7.0,0.16,-0.72,1.45,0.0,16,16
1373,0,4.0,3.0,5.0,4.0,8.0,7.0,9.0,5.0,9.0,3.0,3.0,7.0,0.4,0.25,1.35,0.1,16,16
1373,1,3.0,3.0,4.0,4.0,7.0,8.0,10.0,4.0,10.0,2.0,2.0,8.0,0.45,0.35,1.45,0.12,16,16
1373,2,4.0,2.0,5.0,5.0,9.0,8.0,10.0,4.0,10.0,2.0,2.0,6.0,0.38,0.15,1.3,0.08,16,16
1373,3,4.0,3.0,5.0,5.0,8.0,7.0,9.0,5.0,9.0,3.0,3.0,7.0,0.43,0.3,1.4,0.15,16,16
1373,4,3.0,3.0,4.0,4.0,8.0,7.0,10.0,4.0,10.0,2.0,2.0,7.0,0.35,0.1,1.5,0.05,16,16
1383,0,3.0,3.0,4.0,4.0,6.0,7.0,9.0,3.0,9.0,3.0,2.0,6.0,0.35,0.1,1.35,0.1,16,16
1383,1,4.0,3.0,4.0,4.0,7.0,7.0,9.0,4.0,9.0,3.0,2.0,7.0,0.4,0.25,1.3,0.12,16,16
1383,2,3.0,2.0,3.0,3.0,7.0,6.0,10.0,3.0,10.0,2.0,2.0,7.0,0.33,0.05,1.45,0.08,16,16
1383,3,4.0,3.0,4.0,4.0,7.0,6.0,9.0,4.0,9.0,3.0,2.0,6.0,0.38,0.18,1.25,0.15,16,16
1383,4,4.0,3.0,4.0,5.0,8.0,7.0,9.0,4.0,9.0,3.0,2.0,7.0,0.42,0.3,1.2,0.14,16,16
1385,0,4.0,5.0,3.0,4.0,7.0,8.0,9.0,5.0,9.0,3.0,4.0,5.0,0.38,0.15,1.3,0.1,16,16
1385,1,3.0,6.0,3.0,5.0,8.0,9.0,10.0,6.0,9.0,4.0,4.0,4.0,0.35,0.05,1.45,0.08,16,16
1385,2,4.0,5.0,2.0,4.0,8.0,8.0,10.0,6.0,10.0,3.0,3.0,5.0,0.42,0.25,1.35,0.12,16,16
1385,3,3.0,5.0,2.0,4.0,7.0,9.0,10.0,5.0,10.0,2.0,3.0,4.0,0.33,-0.05,1.25,0.05,16,16
1385,4,4.0,6.0,3.0,5.0,8.0,8.0,9.0,6.0,9.0,4.0,4.0,5.0,0.4,0.2,1.4,0.1,16,16
1386,0,3.0,2.0,5.0,4.0,6.0,7.0,9.0,3.0,9.0,3.0,4.0,6.0,0.25,-0.2,1.35,0.05,16,16
1386,1,4.0,2.0,5.0,5.0,7.0,8.0,8.0,3.0,9.0,3.0,5.0,5.0,0.3,-0.05,1.2,0.08,16,16
1386,2,3.0,1.0,5.0,4.0,5.0,7.0,9.0,2.0,9.0,2.0,4.0,7.0,0.2,-0.35,1.45,0.02,16,16
1386,3,4.0,2.0,6.0,5.0,7.0,7.0,8.0,4.0,8.0,4.0,5.0,5.0,0.35,0.1,1.15,0.1,16,16
1386,4,3.0,2.0,5.0,4.0,6.0,7.0,9.0,3.0,9.0,3.0,4.0,6.0,0.28,-0.1,1.3,0.05,16,16
1390,0,4.0,3.0,4.0,4.0,7.0,7.0,9.0,4.0,9.0,3.0,3.0,7.0,0.25,0.05,1.4,0.05,16,16
1390,1,4.0,4.0,3.0,5.0,8.0,7.0,9.0,5.0,9.0,3.0,4.0,8.0,0.22,-0.1,1.5,0.02,16,16
1390,2,5.0,4.0,4.0,5.0,7.0,8.0,10.0,5.0,9.0,2.0,3.0,7.0,0.28,0.1,1.35,0.03,16,16
1390,3,4.0,3.0,3.0,4.0,7.0,7.0,10.0,4.0,10.0,2.0,3.0,7.0,0.21,-0.05,1.45,0.04,16,16
1390,4,4.0,4.0,4.0,5.0,8.0,8.0,9.0,5.0,9.0,3.0,3.0,8.0,0.23,0.0,1.38,0.05,16,16
1402,0,3.0,2.0,5.0,4.0,6.0,7.0,8.0,3.0,9.0,4.0,2.0,7.0,0.2,-0.35,1.4,0.05,16,16
1402,1,3.0,1.0,5.0,4.0,7.0,7.0,8.0,4.0,9.0,5.0,2.0,8.0,0.18,-0.2,1.5,0.03,16,16
1402,2,3.0,2.0,4.0,3.0,6.0,6.0,7.0,4.0,10.0,5.0,2.0,7.0,0.22,-0.1,1.3,0.05,16,16
1402,3,4.0,2.0,5.0,4.0,7.0,7.0,7.0,4.0,9.0,5.0,3.0,7.0,0.25,0.05,1.25,0.04,16,16
1402,4,3.0,1.0,5.0,4.0,6.0,7.0,8.0,3.0,9.0,4.0,2.0,8.0,0.16,-0.3,1.35,0.02,16,16
1427,0,2.0,1.0,3.0,2.0,5.0,7.0,7.0,2.0,9.0,3.0,4.0,8.0,0.13,-0.85,1.35,0.02,16,16
1427,1,2.0,1.0,3.0,3.0,4.0,6.0,6.0,2.0,10.0,4.0,5.0,7.0,0.15,-0.65,1.25,0.03,16,16
1427,2,2.0,1.0,4.0,3.0,5.0,7.0,7.0,3.0,9.0,4.0,5.0,8.0,0.16,-0.55,1.4,0.01,16,16
1427,3,1.0,1.0,3.0,2.0,4.0,6.0,7.0,2.0,10.0,3.0,4.0,7.0,0.11,-0.95,1.15,0.0,16,16
1427,4,2.0,1.0,3.0,3.0,5.0,7.0,7.0,2.0,10.0,3.0,4.0,8.0,0.14,-0.72,1.3,0.02,16,16
1430,0,2.0,1.0,3.0,2.0,6.0,7.0,10.0,1.0,9.0,1.0,3.0,5.0,0.18,-0.8,1.35,0.05,16,16
1430,1,2.0,1.0,3.0,3.0,5.0,6.0,10.0,2.0,8.0,1.0,3.0,4.0,0.13,-1.05,1.5,0.02,16,16
1430,2,2.0,1.0,4.0,3.0,7.0,7.0,9.0,2.0,9.0,2.0,4.0,5.0,0.22,-0.55,1.25,0.08,16,16
1430,3,2.0,2.0,3.0,2.0,6.0,8.0,10.0,1.0,10.0,1.0,3.0,6.0,0.19,-0.7,1.4,0.03,16,16
1430,4,3.0,1.0,4.0,3.0,7.0,8.0,10.0,2.0,10.0,2.0,3.0,5.0,0.25,-0.45,1.15,0.1,16,16
1449,0,4.0,3.0,3.0,4.0,7.0,8.0,9.0,4.0,9.0,2.0,3.0,7.0,0.22,-0.05,1.42,0.03,16,16
1449,1,4.0,3.0,3.0,5.0,6.0,7.0,9.0,5.0,9.0,2.0,3.0,7.0,0.25,0.0,1.38,0.05,16,16
1449,2,5.0,3.0,3.0,5.0,7.0,8.0,10.0,5.0,10.0,2.0,2.0,6.0,0.3,0.15,1.3,0.02,16,16
1449,3,4.0,3.0,3.0,4.0,7.0,7.0,9.0,4.0,10.0,2.0,3.0,8.0,0.18,-0.15,1.5,0.02,16,16
1449,4,4.0,3.0,4.0,5.0,7.0,8.0,10.0,5.0,9.0,3.0,2.0,7.0,0.2,-0.1,1.35,0.01,16,16
1455,0,4.0,3.0,5.0,4.0,7.0,7.0,8.0,5.0,9.0,4.0,3.0,7.0,0.32,0.05,1.35,0.05,16,16
1455,1,5.0,3.0,6.0,5.0,7.0,8.0,8.0,5.0,9.0,5.0,3.0,7.0,0.36,0.15,1.3,0.08,16,16
1455,2,4.0,3.0,5.0,4.0,6.0,7.0,9.0,4.0,10.0,3.0,3.0,8.0,0.27,-0.1,1.45,0.03,16,16
1455,3,4.0,2.0,5.0,4.0,7.0,7.0,9.0,5.0,9.0,4.0,4.0,7.0,0.35,0.12,1.25,0.06,16,16
1455,4,5.0,3.0,6.0,5.0,8.0,8.0,8.0,5.0,9.0,4.0,3.0,7.0,0.3,0.0,1.4,0.04,16,16
1463,0,7.0,5.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,6.0,6.0,7.0,0.6,0.75,1.2,0.18,16,16
1463,1,7.0,4.0,8.0,8.0,6.0,6.0,4.0,7.0,7.0,7.0,5.0,6.0,0.55,0.62,1.1,0.2,16,16
1463,2,8.0,4.0,7.0,9.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,8.0,0.62,0.85,1.3,0.22,16,16
1463,3,7.0,4.0,7.0,8.0,7.0,6.0,5.0,6.0,7.0,5.0,5.0,7.0,0.57,0.7,1.15,0.19,16,16
1463,4,7.0,3.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,0.52,0.55,1.25,0.15,16,16
1465,0,3.0,3.0,2.0,3.0,7.0,8.0,9.0,4.0,9.0,2.0,2.0,7.0,0.18,-0.25,1.45,0.05,16,16
1465,1,3.0,3.0,2.0,3.0,7.0,7.0,10.0,3.0,10.0,2.0,2.0,7.0,0.15,-0.35,1.5,0.03,16,16
1465,2,4.0,3.0,2.0,4.0,8.0,8.0,9.0,4.0,9.0,2.0,2.0,6.0,0.22,-0.05,1.35,0.08,16,16
1465,3,3.0,2.0,2.0,3.0,7.0,8.0,10.0,3.0,10.0,1.0,1.0,7.0,0.17,-0.2,1.4,0.04,16,16
1465,4,3.0,3.0,2.0,3.0,8.0,7.0,10.0,4.0,10.0,2.0,2.0,6.0,0.2,-0.15,1.48,0.05,16,16
1491,0,4.0,3.0,4.0,4.0,7.0,7.0,9.0,4.0,9.0,3.0,2.0,7.0,0.43,0.3,1.35,0.1,16,16
1491,1,3.0,3.0,3.0,4.0,8.0,8.0,10.0,3.0,9.0,2.0,2.0,6.0,0.38,0.18,1.4,0.08,16,16
1491,2,4.0,4.0,4.0,5.0,8.0,8.0,10.0,5.0,8.0,3.0,2.0,7.0,0.48,0.42,1.3,0.12,16,16
1491,3,3.0,3.0,4.0,4.0,7.0,7.0,10.0,3.0,9.0,2.0,1.0,8.0,0.42,0.22,1.45,0.07,16,16
1491,4,4.0,2.0,5.0,4.0,7.0,8.0,10.0,3.0,9.0,3.0,1.0,7.0,0.4,0.15,1.5,0.06,16,16
1493,0,3.0,2.0,3.0,4.0,6.0,7.0,9.0,2.0,9.0,3.0,3.0,8.0,0.15,-0.5,1.45,0.05,16,16
1493,1,3.0,1.0,4.0,4.0,5.0,7.0,9.0,3.0,10.0,2.0,3.0,9.0,0.18,-0.35,1.5,0.03,16,16
1493,2,4.0,1.0,4.0,5.0,6.0,6.0,8.0,3.0,9.0,4.0,3.0,8.0,0.2,-0.25,1.35,0.05,16,16
1493,3,3.0,1.0,3.0,4.0,7.0,7.0,9.0,2.0,10.0,3.0,2.0,7.0,0.22,-0.2,1.3,0.08,16,16
1493,4,4.0,2.0,4.0,5.0,6.0,6.0,9.0,2.0,9.0,3.0,4.0,8.0,0.17,-0.38,1.4,0.04,16,16
1508,0,3.0,3.0,2.0,3.0,7.0,8.0,9.0,3.0,9.0,2.0,2.0,7.0,0.2,-0.15,1.4,0.05,16,16
1508,1,2.0,3.0,2.0,3.0,8.0,8.0,10.0,3.0,10.0,2.0,1.0,8.0,0.18,-0.25,1.5,0.02,16,16
1508,2,2.0,2.0,2.0,3.0,7.0,7.0,10.0,2.0,10.0,1.0,1.0,7.0,0.22,-0.05,1.35,0.08,16,16
1508,3,2.0,2.0,2.0,2.0,7.0,8.0,10.0,2.0,10.0,1.0,1.0,8.0,0.15,-0.4,1.55,0.03,16,16
1508,4,3.0,3.0,2.0,3.0,8.0,8.0,9.0,3.0,10.0,2.0,1.0,7.0,0.25,0.0,1.3,0.05,16,16
1526,0,5.0,5.0,4.0,5.0,8.0,8.0,8.0,5.0,9.0,3.0,4.0,7.0,0.4,0.2,1.35,0.08,16,16
1526,1,4.0,5.0,3.0,5.0,7.0,9.0,7.0,5.0,10.0,4.0,4.0,8.0,0.35,0.05,1.45,0.05,16,16
1526,2,5.0,4.0,4.0,5.0,8.0,9.0,8.0,4.0,9.0,3.0,3.0,7.0,0.45,0.35,1.3,0.1,16,16
1526,3,4.0,5.0,3.0,4.0,7.0,8.0,9.0,4.0,10.0,2.0,3.0,8.0,0.33,0.1,1.4,0.04,16,16
1526,4,4.0,4.0,3.0,5.0,7.0,8.0,8.0,4.0,10.0,3.0,4.0,7.0,0.38,0.15,1.25,0.06,16,16
1540,0,5.0,5.0,4.0,5.0,7.0,7.0,8.0,5.0,9.0,3.0,5.0,6.0,0.42,0.3,1.35,0.12,16,16
1540,1,4.0,6.0,4.0,5.0,8.0,8.0,7.0,6.0,9.0,3.0,4.0,5.0,0.48,0.45,1.25,0.15,16,16
1540,2,4.0,5.0,3.0,4.0,7.0,7.0,8.0,5.0,10.0,2.0,4.0,5.0,0.37,0.15,1.4,0.08,16,16
1540,3,5.0,5.0,4.0,5.0,7.0,8.0,8.0,6.0,9.0,3.0,5.0,4.0,0.44,0.35,1.45,0.1,16,16
1540,4,4.0,6.0,3.0,5.0,8.0,8.0,7.0,6.0,9.0,2.0,5.0,6.0,0.5,0.5,1.3,0.14,16,16
1545,0,4.0,4.0,3.0,4.0,6.0,8.0,7.0,5.0,9.0,4.0,4.0,7.0,0.28,-0.05,1.35,0.05,16,16
1545,1,3.0,5.0,4.0,4.0,7.0,8.0,7.0,5.0,9.0,3.0,4.0,8.0,0.33,0.1,1.45,0.08,16,16
1545,2,3.0,4.0,3.0,3.0,7.0,9.0,6.0,5.0,10.0,3.0,3.0,6.0,0.22,-0.2,1.2,0.06,16,16
1545,3,4.0,5.0,4.0,4.0,7.0,8.0,6.0,6.0,9.0,4.0,4.0,6.0,0.3,0.05,1.25,0.1,16,16
1545,4,4.0,5.0,3.0,4.0,8.0,9.0,7.0,5.0,9.0,4.0,3.0,7.0,0.35,0.15,1.4,0.04,16,16
1561,0,3.0,3.0,4.0,4.0,7.0,7.0,9.0,4.0,9.0,3.0,2.0,6.0,0.32,0.05,1.3,0.05,16,16
1561,1,3.0,3.0,4.0,4.0,8.0,7.0,10.0,4.0,9.0,2.0,2.0,7.0,0.35,0.15,1.25,0.08,16,16
1561,2,3.0,4.0,4.0,4.0,8.0,6.0,10.0,4.0,10.0,3.0,2.0,6.0,0.3,0.0,1.2,0.04,16,16
1561,3,4.0,4.0,4.0,5.0,7.0,6.0,9.0,5.0,9.0,3.0,2.0,7.0,0.28,-0.1,1.35,0.06,16,16
1561,4,3.0,3.0,5.0,4.0,7.0,7.0,9.0,4.0,10.0,2.0,2.0,6.0,0.33,0.1,1.28,0.07,16,16
1599,0,3.0,2.0,5.0,4.0,5.0,5.0,8.0,3.0,9.0,3.0,4.0,7.0,0.22,-0.45,1.35,0.05,16,16
1599,1,3.0,1.0,6.0,4.0,6.0,6.0,9.0,3.0,9.0,3.0,4.0,8.0,0.18,-0.58,1.45,0.03,16,16
1599,2,4.0,2.0,5.0,5.0,5.0,5.0,8.0,4.0,8.0,4.0,5.0,7.0,0.25,-0.3,1.25,0.08,16,16
1599,3,3.0,1.0,5.0,4.0,4.0,5.0,9.0,3.0,9.0,2.0,4.0,7.0,0.2,-0.5,1.3,0.05,16,16
1599,4,4.0,2.0,6.0,5.0,6.0,6.0,8.0,4.0,8.0,4.0,5.0,6.0,0.28,-0.18,1.2,0.07,16,16
1607,0,5.0,4.0,5.0,5.0,6.0,8.0,7.0,6.0,9.0,5.0,4.0,6.0,0.4,0.18,1.3,0.1,16,16
1607,1,4.0,4.0,5.0,5.0,7.0,8.0,7.0,5.0,9.0,6.0,4.0,7.0,0.35,0.05,1.35,0.08,16,16
1607,2,5.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,9.0,5.0,5.0,7.0,0.38,0.12,1.25,0.12,16,16
1607,3,4.0,4.0,4.0,4.0,7.0,8.0,7.0,5.0,10.0,6.0,3.0,6.0,0.33,0.02,1.2,0.05,16,16
1607,4,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,9.0,6.0,4.0,7.0,0.42,0.25,1.18,0.1,16,16
1615,0,5.0,4.0,6.0,5.0,7.0,7.0,8.0,5.0,9.0,4.0,4.0,7.0,0.33,0.1,1.35,0.05,16,16
1615,1,5.0,3.0,6.0,5.0,7.0,8.0,9.0,5.0,10.0,3.0,5.0,6.0,0.35,0.15,1.3,0.08,16,16
1615,2,4.0,3.0,5.0,4.0,6.0,7.0,9.0,4.0,10.0,3.0,4.0,7.0,0.29,-0.05,1.45,0.03,16,16
1615,3,4.0,3.0,6.0,5.0,7.0,6.0,8.0,5.0,9.0,4.0,4.0,6.0,0.25,-0.15,1.4,0.04,16,16
1615,4,5.0,4.0,6.0,5.0,8.0,7.0,8.0,5.0,9.0,4.0,5.0,7.0,0.3,0.02,1.28,0.06,16,16
1622,0,4.0,3.0,4.0,4.0,6.0,6.0,7.0,4.0,9.0,4.0,5.0,6.0,0.27,-0.1,1.25,0.08,16,16
1622,1,4.0,3.0,4.0,5.0,5.0,5.0,7.0,4.0,9.0,4.0,5.0,6.0,0.23,-0.25,1.35,0.05,16,16
1622,2,3.0,3.0,3.0,4.0,6.0,6.0,6.0,4.0,9.0,5.0,5.0,5.0,0.2,-0.35,1.3,0.04,16,16
1622,3,4.0,3.0,4.0,5.0,5.0,6.0,7.0,3.0,10.0,4.0,5.0,6.0,0.22,-0.2,1.28,0.06,16,16
1622,4,4.0,4.0,4.0,5.0,7.0,5.0,7.0,4.0,9.0,5.0,6.0,5.0,0.25,-0.05,1.15,0.07,16,16
1637,0,6.0,5.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,4.0,4.0,7.0,0.5,0.45,1.25,0.15,16,16
1637,1,5.0,5.0,6.0,6.0,5.0,7.0,9.0,6.0,8.0,4.0,3.0,6.0,0.52,0.55,1.15,0.12,16,16
1637,2,6.0,4.0,5.0,5.0,6.0,6.0,9.0,5.0,9.0,3.0,4.0,7.0,0.45,0.35,1.3,0.1,16,16
1637,3,6.0,5.0,6.0,6.0,7.0,7.0,8.0,6.0,8.0,4.0,4.0,7.0,0.48,0.5,1.2,0.14,16,16
1637,4,7.0,5.0,7.0,7.0,6.0,6.0,8.0,7.0,8.0,5.0,3.0,6.0,0.55,0.6,1.35,0.18,16,16
1645,0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,6.0,8.0,4.0,4.0,7.0,0.58,0.65,1.2,0.12,16,16
1645,1,7.0,6.0,6.0,7.0,6.0,6.0,9.0,7.0,8.0,5.0,4.0,8.0,0.55,0.52,1.1,0.13,16,16
1645,2,6.0,7.0,5.0,6.0,7.0,7.0,9.0,6.0,9.0,4.0,3.0,7.0,0.53,0.48,1.15,0.08,16,16
1645,3,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,5.0,4.0,8.0,0.6,0.7,1.25,0.1,16,16
1645,4,6.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,9.0,4.0,3.0,7.0,0.52,0.55,1.3,0.15,16,16
1702,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,6.0,8.0,5.0,5.0,6.0,0.48,0.35,1.25,0.12,16,16
1702,1,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,8.0,5.0,4.0,7.0,0.52,0.45,1.15,0.15,16,16
1702,2,5.0,5.0,4.0,5.0,7.0,6.0,7.0,5.0,9.0,6.0,5.0,6.0,0.45,0.3,1.3,0.1,16,16
1702,3,6.0,5.0,5.0,6.0,7.0,8.0,6.0,5.0,8.0,6.0,4.0,7.0,0.42,0.25,1.35,0.08,16,16
1702,4,6.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,8.0,6.0,5.0,6.0,0.5,0.48,1.2,0.15,16,16
1718,0,5.0,4.0,6.0,5.0,8.0,7.0,9.0,5.0,9.0,3.0,3.0,7.0,0.48,0.35,1.35,0.15,16,16
1718,1,5.0,5.0,6.0,5.0,7.0,8.0,9.0,5.0,9.0,3.0,3.0,6.0,0.42,0.25,1.25,0.12,16,16
1718,2,6.0,5.0,6.0,6.0,8.0,7.0,8.0,6.0,9.0,4.0,3.0,7.0,0.5,0.45,1.4,0.1,16,16
1718,3,5.0,4.0,5.0,5.0,8.0,7.0,9.0,5.0,8.0,3.0,2.0,7.0,0.45,0.3,1.3,0.13,16,16
1718,4,6.0,5.0,6.0,6.0,9.0,8.0,9.0,5.0,9.0,3.0,3.0,8.0,0.52,0.5,1.45,0.08,16,16
1728,0,5.0,5.0,4.0,5.0,7.0,8.0,9.0,5.0,9.0,3.0,4.0,7.0,0.22,-0.1,1.45,0.05,16,16
1728,1,5.0,6.0,4.0,6.0,8.0,8.0,9.0,6.0,9.0,3.0,5.0,7.0,0.25,0.05,1.5,0.03,16,16
1728,2,5.0,5.0,4.0,5.0,7.0,7.0,10.0,5.0,10.0,2.0,4.0,8.0,0.2,-0.15,1.4,0.02,16,16
1728,3,5.0,5.0,4.0,6.0,7.0,8.0,9.0,6.0,9.0,3.0,4.0,7.0,0.19,-0.2,1.55,0.04,16,16
1728,4,6.0,5.0,4.0,5.0,8.0,8.0,9.0,5.0,9.0,3.0,4.0,7.0,0.24,0.02,1.35,0.04,16,16
1767,0,2.0,1.0,3.0,3.0,5.0,7.0,7.0,2.0,9.0,4.0,4.0,7.0,0.15,-0.7,1.35,0.05,16,16
1767,1,2.0,1.0,3.0,3.0,4.0,7.0,6.0,2.0,10.0,5.0,5.0,8.0,0.13,-0.8,1.25,0.03,16,16
1767,2,2.0,1.0,4.0,3.0,5.0,6.0,7.0,3.0,9.0,4.0,5.0,7.0,0.16,-0.65,1.4,0.04,16,16
1767,3,2.0,1.0,3.0,2.0,4.0,7.0,7.0,2.0,10.0,3.0,4.0,8.0,0.18,-0.55,1.2,0.06,16,16
1767,4,2.0,1.0,4.0,3.0,5.0,6.0,6.0,3.0,9.0,5.0,5.0,7.0,0.14,-0.75,1.3,0.05,16,16
1801,0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,5.0,4.0,7.0,0.58,0.72,1.15,0.15,16,16
1801,1,7.0,5.0,7.0,7.0,6.0,6.0,9.0,6.0,7.0,6.0,3.0,8.0,0.53,0.55,1.3,0.12,16,16
1801,2,6.0,5.0,6.0,6.0,7.0,7.0,9.0,7.0,8.0,5.0,4.0,7.0,0.55,0.65,1.25,0.1,16,16
1801,3,6.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,8.0,5.0,4.0,7.0,0.5,0.48,1.2,0.18,16,16
1801,4,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,3.0,8.0,0.62,0.85,1.1,0.14,16,16
1844,0,5.0,4.0,5.0,6.0,7.0,7.0,7.0,5.0,9.0,4.0,4.0,6.0,0.5,0.45,1.3,0.15,16,16
1844,1,5.0,3.0,5.0,5.0,8.0,8.0,6.0,4.0,9.0,4.0,4.0,7.0,0.45,0.35,1.4,0.12,16,16
1844,2,6.0,4.0,5.0,6.0,8.0,7.0,6.0,5.0,8.0,5.0,3.0,7.0,0.52,0.5,1.25,0.1,16,16
1844,3,5.0,3.0,6.0,6.0,7.0,7.0,5.0,4.0,8.0,5.0,3.0,6.0,0.48,0.4,1.35,0.18,16,16
1844,4,6.0,3.0,6.0,6.0,7.0,8.0,5.0,5.0,9.0,5.0,3.0,5.0,0.55,0.55,1.2,0.2,16,16
1866,0,3.0,3.0,2.0,3.0,7.0,8.0,9.0,4.0,9.0,2.0,2.0,7.0,0.22,-0.15,1.45,0.05,16,16
1866,1,2.0,3.0,2.0,3.0,8.0,7.0,10.0,3.0,10.0,2.0,2.0,6.0,0.18,-0.3,1.55,0.03,16,16
1866,2,3.0,3.0,2.0,3.0,8.0,8.0,9.0,4.0,10.0,3.0,2.0,7.0,0.25,-0.05,1.35,0.08,16,16
1866,3,2.0,2.0,2.0,3.0,7.0,7.0,10.0,3.0,10.0,2.0,1.0,7.0,0.17,-0.35,1.5,0.02,16,16
1866,4,3.0,3.0,2.0,4.0,7.0,8.0,9.0,4.0,9.0,2.0,2.0,6.0,0.2,-0.2,1.4,0.05,16,16
